spine;title;img;director;country;year;link
408;Breathless;https://s3.amazonaws.com/criterion-production/films/cbbba20dd4d6cc66800de5b92278ce57/LsVjs5RCEvtZRI65Qd3c2XJk1mhCxa_thumbnail.jpg;Jean-Luc Godard;France;1960;https://www.criterion.com/films/268-breathless
409;Days of Heaven;https://s3.amazonaws.com/criterion-production/films/30367b17069d8330be212c4fb894eddd/lPoLbebM4chPnOP6nKAJ7iyCw0enhz_thumbnail.jpg;Terrence Malick;United States;1978;https://www.criterion.com/films/213-days-of-heaven
410;Under the Volcano;https://s3.amazonaws.com/criterion-production/films/4b7422b56ee169b5b3d8581fe79f11fc/ocutEPmmOX4HRQR8RFenoUHcw0hvk6_thumbnail.jpg;John Huston;United States;1984;https://www.criterion.com/films/837-under-the-volcano
411;Berlin Alexanderplatz;https://s3.amazonaws.com/criterion-production/films/9d4f9a9e8c6a9a3dbc2962ee1c0fe66b/HkmiAJeukYH7OdffZ53S8gVu9ojPoZ_thumbnail.jpg;Rainer Werner Fassbinder;Germany;1980;https://www.criterion.com/films/839-berlin-alexanderplatz
412;Sawdust and Tinsel;https://s3.amazonaws.com/criterion-production/films/273c880f9b86db12085712e36c829f35/xvWUTsUwqlyfDFICltA1KFvzusbOXv_thumbnail.jpg;Ingmar Bergman;Sweden;1953;https://www.criterion.com/films/842-sawdust-and-tinsel
413;Drunken Angel;https://s3.amazonaws.com/criterion-production/films/3748c742c2f41068012a9e70eef24beb/Z5VutaTNkaHewyJm6NXp4d82n2SHC1_thumbnail.jpg;Akira Kurosawa;Japan;1948;https://www.criterion.com/films/845-drunken-angel
414;Two-Lane Blacktop;https://s3.amazonaws.com/criterion-production/films/f2abc1a7be5b54ca95c85cba8ea0dec5/B54vSU2FueuGdEg0nrnhNaAlZcXU9P_thumbnail.jpg;Monte Hellman;United States;1971;https://www.criterion.com/films/847-two-lane-blacktop
415;The Naked Prey;https://s3.amazonaws.com/criterion-production/films/040b9ada9b2e7f00bf67207c219e907d/SqsWAMsxDc8dEu6YmD98XbtlIJ2Qak_thumbnail.jpg;Cornel Wilde;United States;1965;https://www.criterion.com/films/848-the-naked-prey
416;Miss Julie;https://s3.amazonaws.com/criterion-production/films/493d910d7cfcce1d103f6354027d6d37/NT4wqOdozXSzODYv04w2NGpHYiqc23_thumbnail.jpg;Alf Sjöberg;Sweden;1951;https://www.criterion.com/films/361-miss-julie
417;This Sporting Life;https://s3.amazonaws.com/criterion-production/films/f722b4254dfd2142455afdde72a50ba0/4sTsCRidLlTehDNgglGCpzeCvOZ7a6_thumbnail.jpg;Lindsay Anderson;United Kingdom;1963;https://www.criterion.com/films/853-this-sporting-life
418;4 by Agnès Varda;https://s3.amazonaws.com/criterion-production/product_images/1856-70cb6699a8cee4d1285949a3f86c813d/NxYyVlcajs0ng5eCLjUz0H5LgGSk7Z_small.jpg; ;; ;https://www.criterion.com/boxsets/8-4-by-agnes-varda
419;La Pointe Courte;https://s3.amazonaws.com/criterion-production/films/7fd267f4ab79e18d27e5a0df332b7b75/FCE8q407FjQwB36gZhWXkpN7ALK99l_thumbnail.jpg;Agnès Varda;France;1955;https://www.criterion.com/films/524-la-pointe-courte
420;Le bonheur;https://s3.amazonaws.com/criterion-production/films/bfc8b1f1add9c0479f15115114ca1bca/mPun3IS9hLJyKvz5XEMII63cGgWfUo_thumbnail.jpg;Agnès Varda;France;1965;https://www.criterion.com/films/525-le-bonheur
421;Pierrot le fou;https://s3.amazonaws.com/criterion-production/films/863a628f2ab5b361433b82f3ca447dd9/CGhaAaDzvaQUyGtIKeyAtcMz5Q790L_thumbnail.jpg;Jean-Luc Godard;France;1965;https://www.criterion.com/films/149-pierrot-le-fou
422;The Last Emperor;https://s3.amazonaws.com/criterion-production/films/0d98b77f2fc528a8eb2e980f290093a7/arvPvp4qN4JfMfgaOrM2c3QJ4NmX4W_thumbnail.jpg;Bernardo Bertolucci;China;1987;https://www.criterion.com/films/254-the-last-emperor
423;Walker;https://s3.amazonaws.com/criterion-production/films/783be5c175b4ef821d6711057a9150b0/UOWfWBRkOsrUikiEyC54Jaz5tEOKl5_small.jpg;Alex Cox;United States;1987;https://www.criterion.com/films/526-walker
424;Mafioso;https://s3.amazonaws.com/criterion-production/films/2ec7132b8f11e92f696e16127e8d48c6/o34ALiarwLjqvYHi9I181gYcKgNoj7_thumbnail.jpg;Alberto Lattuada;Italy;1962;https://www.criterion.com/films/527-mafioso
425;Antonio Gaudí;https://s3.amazonaws.com/criterion-production/films/9fbb1fd3e4b0e01dba200e753955bb7a/NKIsmQqC7PGzqels7ynuEsT5dqK8Zs_thumbnail.jpg;Hiroshi Teshigahara;Japan;1984;https://www.criterion.com/films/536-antonio-gaudi
426;The Ice Storm;https://s3.amazonaws.com/criterion-production/films/58460754ccb655336e3763ae13943ea3/XxMhtmUAZQVOCVizNc8uDFw6UoNiyb_thumbnail.jpg;Ang Lee;United States;1997;https://www.criterion.com/films/336-the-ice-storm
427;Death of a Cyclist;https://s3.amazonaws.com/criterion-production/films/012ec32830c466da41184e9b7ae850b9/j8Biresgpv45Yek1l8voqqAyV3xkcT_thumbnail.jpg;Juan Antonio Bardem;Spain;1955;https://www.criterion.com/films/537-death-of-a-cyclist
428;Blast of Silence;https://s3.amazonaws.com/criterion-production/films/00c5f4f396acc0aa965fb55f2930a075/SylXsnj8nyxmO3Hp9ChAVQxpUuGdDL_thumbnail.jpg;Allen Baron;United States;1961;https://www.criterion.com/films/538-blast-of-silence
429;The Lovers;https://s3.amazonaws.com/criterion-production/films/3131ec3285f60f1acc9c90c8b42a1d5f/RofcqCXxGhvqtfNczxIk9a9ijuZSCI_thumbnail.jpg;Louis Malle;France;1958;https://www.criterion.com/films/539-the-lovers
430;The Fire Within;https://s3.amazonaws.com/criterion-production/films/a8c39a413f3134b2940ede42c30c02d3/qL6ZEBtqgDUf0j76xJ6GFEpaGQYXl3_thumbnail.jpg;Louis Malle;France;1963;https://www.criterion.com/films/540-the-fire-within
501;Paris, Texas;https://s3.amazonaws.com/criterion-production/films/f2d271896fa3215c5eafafca0ba42a43/I3doHb7CxRFjiAeQr2b26meVAELksg_thumbnail.jpg;Wim Wenders;Germany;1984;https://www.criterion.com/films/1502-paris-texas
502;Revanche;https://s3.amazonaws.com/criterion-production/films/8bd7bc2e13975cd8733f51d85346f8c0/jv8mOJ3S7gzDFNooyV0zXbNrHG8exO_thumbnail.jpg;Götz Spielmann;Austria;2008;https://www.criterion.com/films/85-revanche
503;Lola Montès;https://s3.amazonaws.com/criterion-production/films/e5c7435a9dbc4d547966c42139b17e05/CIDQTwh6cAejzHXtCFcPu4on6pTik2_thumbnail.jpg;Max Ophuls;Germany;1955;https://www.criterion.com/films/938-lola-montes
504;Hunger;https://s3.amazonaws.com/criterion-production/films/66a9957bbcbdf18421c0735800163b84/Qv5SAAgBPjNhiYb9GT6s0ve3ph0kWV_thumbnail.jpg;Steve McQueen;Ireland;2008;https://www.criterion.com/films/477-hunger
505;Make Way for Tomorrow;https://s3.amazonaws.com/criterion-production/films/b81c8187c76b9c223db901af9aa9bd68/DwfbqHADh1HmiIZTScr9mepIhGeXdj_thumbnail.jpg;Leo McCarey;United States;1937;https://www.criterion.com/films/2350-make-way-for-tomorrow
506;Dillinger Is Dead;https://s3.amazonaws.com/criterion-production/films/898808a9204021a47c57b59173c72e75/ttGzJdB52PJ2tfhbXB89WxPhDBytPI_thumbnail.jpg;Marco Ferreri;Italy;1969;https://www.criterion.com/films/21641-dillinger-is-dead
507;Bigger Than Life;https://s3.amazonaws.com/criterion-production/films/d4d406ae48cd0fbfc78216e2efb5bf43/NEeX7phTkN3xjrd1deXb0RmokIXDG3_thumbnail.jpg;Nicholas Ray;United States;1956;https://www.criterion.com/films/1929-bigger-than-life
508;Letters from Fontainhas: Three Films by Pedro Costa;https://s3.amazonaws.com/criterion-production/product_images/1851-dba6177f0bd538f868c12a4c87760e83/tLbF78x2hqXHJGqSbQ5j7qW9izcNvg_small.jpg; ;; ;https://www.criterion.com/boxsets/704-letters-from-fontainhas-three-films-by-pedro-costa
509;Ossos;https://s3.amazonaws.com/criterion-production/films/1f26021625d2e2e4b8ca84ebe942f854/ewcI4BpdaNjfLaahutp5MgA2scdl0v_thumbnail.jpg;Pedro Costa;Portugal;1997;https://www.criterion.com/films/21942-ossos
510;In Vanda’s Room;https://s3.amazonaws.com/criterion-production/films/c8fa6dc833c2a454531e48b4c36030ea/ZfYymz0KrSklWG1WRfDL4ZhT653erp_thumbnail.jpg;Pedro Costa;Portugal;2000;https://www.criterion.com/films/20820-in-vanda-s-room
511;Colossal Youth;https://s3.amazonaws.com/criterion-production/films/6d11fa2755ba7b9ae8fef609d52c7d2a/EUCxeXlhyFlnIoUOXvT7PGXA0YMhSf_thumbnail.jpg;Pedro Costa;Portugal;2006;https://www.criterion.com/films/439-colossal-youth
512;Vivre sa vie;https://s3.amazonaws.com/criterion-production/films/6c42e9306f69e2c84606a21ced97b83e/uRrrPBrhJfarv6LCJNGmDeomAoShvN_thumbnail.jpg;Jean-Luc Godard;France;1962;https://www.criterion.com/films/3060-vivre-sa-vie
513;Summer Hours;https://s3.amazonaws.com/criterion-production/films/090fea3a9b4dd4b5f619eb566b146912/Hwz75bhUTZHwTHXqMPaIiKldg7T7bL_thumbnail.jpg;Olivier Assayas;France;2008;https://www.criterion.com/films/473-summer-hours
514;Ride with the Devil;https://s3.amazonaws.com/criterion-production/films/bb12c3d02a5fd5ecfeaa59b6c83033b1/Bw7MZjZOFvVBdeObsJ8awPzqsIbH5i_thumbnail.jpg;Ang Lee;United States;1999;https://www.criterion.com/films/17282-ride-with-the-devil
515;The Fugitive Kind;https://s3.amazonaws.com/criterion-production/films/54bc36388e16357fc3a1d942cb8d5b1f/gxZAPSOZS3yNklK8cd2gjlpnpKsGFq_thumbnail.jpg;Sidney Lumet;United States;1960;https://www.criterion.com/films/17998-the-fugitive-kind
516;Stagecoach;https://s3.amazonaws.com/criterion-production/films/c95af92bca3b979d3e7e4f251f010260/CsMBDL8lJ5CrZjyii2JVkG5nLIFDxc_thumbnail.jpg;John Ford;United States;1939;https://www.criterion.com/films/980-stagecoach
517;By Brakhage: An Anthology, Volume Two;https://s3.amazonaws.com/criterion-production/films/3eb6763798a2beb8c2e66f2cba9bf438/oOjVjvYPIHS1KXuKIHOna0hvBJrCmM_thumbnail.jpg;Stan Brakhage;United States;;https://www.criterion.com/films/23953-by-brakhage-an-anthology-volume-two
518;By Brakhage: An Anthology, Volumes One and Two;https://s3.amazonaws.com/criterion-production/product_images/1980-d6f55873e3a1b4901255990fca628280/58sDczfTOsoQ3ZJKh8W7xzcwE95s1f_small.jpg; ;; ;https://www.criterion.com/boxsets/722-by-brakhage-an-anthology-volumes-one-and-two
519;Close-up;https://s3.amazonaws.com/criterion-production/films/f9336f2ded115dc95c6a6c716bd0f95c/4QuIU35kiEFEwppIu5Fmj74pKoJmrs_thumbnail.jpg;Abbas Kiarostami;Iran;1990;https://www.criterion.com/films/1092-close-up
520;Everlasting Moments;https://s3.amazonaws.com/criterion-production/films/f4a75fa9e4e3797bba7a179dd774d412/n4PstJirHzLRuR7mdBBOY7ntCG6Suo_thumbnail.jpg;Jan Troell;Sweden;2008;https://www.criterion.com/films/21118-everlasting-moments
521;Mystery Train;https://s3.amazonaws.com/criterion-production/films/cb051eccc859df79f34384dbb07d348e/lnBFWjRhYljtqu7KY6hyN5JSJ16F7L_thumbnail.jpg;Jim Jarmusch;United States;1989;https://www.criterion.com/films/2057-mystery-train
522;Red Desert;https://s3.amazonaws.com/criterion-production/films/f0698d10e7f1a77dd8e328a8ea94797f/Vd8Khg2Vd5KoE8hVxNrGs10PHkZAgZ_thumbnail.jpg;Michelangelo Antonioni;France;1964;https://www.criterion.com/films/1454-red-desert
523;Night Train to Munich;https://s3.amazonaws.com/criterion-production/films/b5824ced3bf57cab7eeeec449300d5a2/yeWQyGUC9wbJ1ik9nmZdOGx1nxPY71_thumbnail.jpg;Carol Reed;United Kingdom;1940;https://www.criterion.com/films/25039-night-train-to-munich
524;The Only Son/There Was a Father: Two Films by Yasujiro Ozu;https://s3.amazonaws.com/criterion-production/product_images/1846-9cfef2c5fa060f8411bc2acc04261a18/KDlOmOyxMcew06CzkKPKggnG1K2TO6_small.jpg; ;; ;https://www.criterion.com/boxsets/730-the-only-son-there-was-a-father-two-films-by-yasujiro-ozu
525;The Only Son;https://s3.amazonaws.com/criterion-production/films/b3d0110fb07ddfccb55a210d83a7685d/CmZl8wRwMB2JynT2dEFHvmX6JaiOmX_thumbnail.jpg;Yasujiro Ozu;Japan;1936;https://www.criterion.com/films/2606-the-only-son
526;There Was a Father;https://s3.amazonaws.com/criterion-production/films/af043fc9016d1ce31797493aaa116746/8KQnb1GwHeIFMDJInowyRehSPzXYAI_thumbnail.jpg;Yasujiro Ozu;Japan;1942;https://www.criterion.com/films/22839-there-was-a-father
527;The Secret of the Grain;https://s3.amazonaws.com/criterion-production/films/b91e8046a3cdde8af573076ab6fbe47b/Q2WNbtvGEpVPvl5Dfgaoiz9pWS67Z5_thumbnail.jpg;Abdellatif Kechiche;France;2007;https://www.criterion.com/films/1344-the-secret-of-the-grain
528;3 Silent Classics by Josef von Sternberg;https://s3.amazonaws.com/criterion-production/product_images/1844-c9cb634fa3b22393408e64804c4b045c/u8zW5OazrYxQD3wNBZLu8H9zaj8mTx_small.jpg; ;; ;https://www.criterion.com/boxsets/744-3-silent-classics-by-josef-von-sternberg
529;Underworld;https://s3.amazonaws.com/criterion-production/films/ebcb1979998ab8ee3ab134656f960f6b/YNWRM1t0jkjrBI5BwHq7E7Lda0ducP_thumbnail.jpg;Josef von Sternberg;United States;1927;https://www.criterion.com/films/21766-underworld
530;The Last Command;https://s3.amazonaws.com/criterion-production/films/2b931ae29e86d4ed2063537bf098980c/OKZUvVNJVZ8ObmVB14S6T0rxmoG8CA_thumbnail.jpg;Josef von Sternberg;United States;1928;https://www.criterion.com/films/6721-the-last-command
531;The Docks of New York;https://s3.amazonaws.com/criterion-production/films/c95ef17d3f5b91ddf79776a8ae82423d/5CUoTbddFmMGGKxJr3F6e9FZpX9Nor_thumbnail.jpg;Josef von Sternberg;United States;1928;https://www.criterion.com/films/1942-the-docks-of-new-york
601;Letter Never Sent;https://s3.amazonaws.com/criterion-production/films/beccaaa7a0fd41e893db3f406c82b3a5/ZrOOyiw3uM183nl43u46kFpLGvAZXr_thumbnail.jpg;Mikhail Kalatozov;Soviet Union;1959;https://www.criterion.com/films/27673-letter-never-sent
602;The War Room;https://s3.amazonaws.com/criterion-production/films/99a4844716cb74f633b512d438c35e84/AzMPeGMS75YpzGDhcQzt0OMv2djJOY_thumbnail.jpg;Chris Hegedus and D. A. Pennebaker;United States;1993;https://www.criterion.com/films/28029-the-war-room
603;David Lean Directs Noël Coward;https://s3.amazonaws.com/criterion-production/product_images/1840-088af0518384d0cd3ade371a9be9adad/HA6lPFqR7TccJBZskcnpzNd3SgtQAz_small.jpg; ;; ;https://www.criterion.com/boxsets/861-david-lean-directs-noel-coward
604;In Which We Serve;https://s3.amazonaws.com/criterion-production/films/2337de26902c1098f9f4f5391509b618/8cF4ebQ0D9MPhFC6Og9iujz2Daexcu_thumbnail.jpg;David Lean and Noël Coward;United Kingdom;1942;https://www.criterion.com/films/28185-in-which-we-serve
605;This Happy Breed;https://s3.amazonaws.com/criterion-production/films/8b53ffd205f5f2bf9f328b3940820344/GyqFGSUJ8VabXsYbhO9vEVrlnKFO2N_thumbnail.jpg;David Lean;United Kingdom;1944;https://www.criterion.com/films/28144-this-happy-breed
606;Blithe Spirit;https://s3.amazonaws.com/criterion-production/films/700cdf843d9e0b61059e89897e49f240/n5pDONxrIiOlyCJR7T6elIdkBhiMHv_thumbnail.jpg;David Lean;United Kingdom;1945;https://www.criterion.com/films/28156-blithe-spirit
607;A Hollis Frampton Odyssey;https://s3.amazonaws.com/criterion-production/films/64c7d529a8d4e10d520db42f3dc7b014/S2sTH8wiDg1mVix1TWfmCfhjkYKEtb_thumbnail.jpg;Hollis Frampton;United States;;https://www.criterion.com/films/27945-a-hollis-frampton-odyssey
608;Harold and Maude;https://s3.amazonaws.com/criterion-production/films/a65beb06c111790660f9b06b409504bc/XjukkCbTA5i6GBZE6DOeYtwUqrwYNW_thumbnail.jpg;Hal Ashby;United States;1971;https://www.criterion.com/films/27896-harold-and-maude
609;¡Alambrista!;https://s3.amazonaws.com/criterion-production/films/0491f97086109447ae043dd560ab1deb/yN0HxZOaIlmehJUNzXjOrTZoTSNtdp_thumbnail.jpg;Robert M. Young;United States;1977;https://www.criterion.com/films/28101--alambrista
610;The Organizer;https://s3.amazonaws.com/criterion-production/films/a90c0d0249e4b0669520f8338edf52ff/KhWjvv7SR4ccx10syh2rFGWy8bgrxH_thumbnail.jpg;Mario Monicelli;Italy;1963;https://www.criterion.com/films/27612-the-organizer
611;Being John Malkovich;https://s3.amazonaws.com/criterion-production/films/bd9c06388d59cfc3807d2d978d9b3113/1VhiMSCjj2iWXG4MW3xKDYZqO8sWc7_thumbnail.jpg;Spike Jonze;United States;1999;https://www.criterion.com/films/28055-being-john-malkovich
612;Certified Copy;https://s3.amazonaws.com/criterion-production/films/ed5bfc7fe3c7dfe449bf3da7231d9fa8/thxExFcyQ2F4wpY5UMmrUPQddU70uu_thumbnail.jpg;Abbas Kiarostami;Iran;2010;https://www.criterion.com/films/28353-certified-copy
613;Summer Interlude;https://s3.amazonaws.com/criterion-production/films/72cf985f10f7c3fb55891726de421b92/6SmQWtN7jh7aMw3ZArD3H1Wj63sv2b_thumbnail.jpg;Ingmar Bergman;Sweden;1951;https://www.criterion.com/films/27782-summer-interlude
614;Summer with Monika;https://s3.amazonaws.com/criterion-production/films/06ca64e64f53a32a330eb79247c5dd6b/hpbmGuJ0K6p12f6Y2bcZSk0BaKAUs1_thumbnail.jpg;Ingmar Bergman;Sweden;1953;https://www.criterion.com/films/27638-summer-with-monika
615;The Gold Rush;https://s3.amazonaws.com/criterion-production/films/fdadf1be688a6bdb002a4f755a2f1e8a/c9HthNBy69Dc9QXCAIQZPsgQx7jKRt_thumbnail.jpg;Charles Chaplin;United States;1942;https://www.criterion.com/films/27565-the-gold-rush
616;Shallow Grave;https://s3.amazonaws.com/criterion-production/films/bedd445b42c05f40c012e6b2e3584480/R3aHnUDcITRd3bRJfmP4ceYTVVHRXU_thumbnail.jpg;Danny Boyle;United Kingdom;1994;https://www.criterion.com/films/27981-shallow-grave
617;And Everything Is Going Fine;https://s3.amazonaws.com/criterion-production/films/283b78c881c289756e21a5dd88c921b2/RyFBAndA3bKfYsY4sf6NO02158MiaR_thumbnail.jpg;Steven Soderbergh;United States;2010;https://www.criterion.com/films/27874-and-everything-is-going-fine
618;Gray’s Anatomy;https://s3.amazonaws.com/criterion-production/films/fe7df7609f7f3a1dc48f3c2d76e51036/wt7fR7XHJXY7n8XmquvUHujSrewDq6_thumbnail.jpg;Steven Soderbergh;United States;1997;https://www.criterion.com/films/28351-gray-s-anatomy
619;Le Havre;https://s3.amazonaws.com/criterion-production/films/727bd0170b8dca242c2454a8b3b5e90e/VDcUDb6l8jh3wbelwVZdYDnkGEoumV_thumbnail.jpg;Aki Kaurismäki;France;2011;https://www.criterion.com/films/28352-le-havre
620;La promesse;https://s3.amazonaws.com/criterion-production/films/fc764d56ec9302a2429c93fff187f671/aoWiKjatz40quQKrm8eFiRBdL5jfJ2_thumbnail.jpg;Luc Dardenne and Jean-Pierre Dardenne;Belgium;1996;https://www.criterion.com/films/28073-la-promesse
621;Rosetta;https://s3.amazonaws.com/criterion-production/films/06eeae01a332a952d5c2bb0c8c5ecc78/wB6ANgwbN29LKWFvsvDzs0NEvkfbmP_thumbnail.jpg;Luc Dardenne and Jean-Pierre Dardenne;Belgium;1999;https://www.criterion.com/films/28056-rosetta
622;Weekend;https://s3.amazonaws.com/criterion-production/films/d1e2ba30b364ffc12fe3df0444446f74/eZcn64qtLp6iyb6dgTe4ef9iYSvCsb_thumbnail.jpg;Andrew Haigh;United Kingdom;2011;https://www.criterion.com/films/27783-weekend
623;Lonesome;https://s3.amazonaws.com/criterion-production/films/6ccd9970a004695bc2132c7edfbe8a35/Qvz32YpStw1QSbbdvZG2faTZW3ROlx_thumbnail.jpg;Paul Fejos;United States;1928;https://www.criterion.com/films/28212-lonesome
624;Quadrophenia;https://s3.amazonaws.com/criterion-production/films/7e8f700a6729a78af206537eb551a54e/5G5p8VMkDMxfS2MmGDM4gNk8oqR866_thumbnail.jpg;Franc Roddam;United Kingdom;1979;https://www.criterion.com/films/27775-quadrophenia
625;Eating Raoul;https://s3.amazonaws.com/criterion-production/films/28d6495a960ffeca7c74c5a56d6e36e2/4FZJ4FZE0H7nPOEDoBjes4hUsAkzG1_thumbnail.jpg;Paul Bartel;United States;1982;https://www.criterion.com/films/27767-eating-raoul
626;Les visiteurs du soir;https://s3.amazonaws.com/criterion-production/films/9652ba41ba3010b5ad0e0789b85764d2/JQ0SGEx168rQ7TFvY2pCLYgvwegQRP_thumbnail.jpg;Marcel Carné;France;1942;https://www.criterion.com/films/27685-les-visiteurs-du-soir
627;The Game;https://s3.amazonaws.com/criterion-production/films/693744d52bb74cb5166725421bb473e6/d121BfwKuez4Xs7tpGnThzfqDXpCgK_thumbnail.jpg;David Fincher;United States;1997;https://www.criterion.com/films/28058-the-game
628;The Forgiveness of Blood;https://s3.amazonaws.com/criterion-production/films/d22c633211642c02aece2d8f4ddc5001/zE0Gvb0ltqwpKiPJlZz3O4tXQuQJ9I_thumbnail.jpg;Joshua Marston;United States;2011;https://www.criterion.com/films/28379-the-forgiveness-of-blood
629;Sunday Bloody Sunday;https://s3.amazonaws.com/criterion-production/films/8cf76f3fd4621c5440869deea498d2a4/tGES8daeIHZ3KUVbzZDVR6jvlXZS7L_thumbnail.jpg;John Schlesinger;United Kingdom;1971;https://www.criterion.com/films/28025-sunday-bloody-sunday
630;Rosemary’s Baby;https://s3.amazonaws.com/criterion-production/films/4886db5d9452d2247ff729d35aa839a6/rXjMmW28vBI3WW7qEj2gO6X7NKmq6A_thumbnail.jpg;Roman Polanski;United States;1968;https://www.criterion.com/films/27927-rosemary-s-baby
701;Persona;https://s3.amazonaws.com/criterion-production/films/d5c135c95f58e74e2ee28cb92659bafd/DoD5SlisIFjKyi0zucupnwj2B3ADGy_thumbnail.jpg;Ingmar Bergman;Sweden;1966;https://www.criterion.com/films/28491-persona
702;The Great Beauty;https://s3.amazonaws.com/criterion-production/films/b25a8a700e4c33e76eb53578bc5de7d6/0g1hKjX8xWZ1L1jAfhGJFvGaNrMG7O_thumbnail.jpg;Paolo Sorrentino;Italy;2013;https://www.criterion.com/films/28604-the-great-beauty
703;The Freshman;https://s3.amazonaws.com/criterion-production/films/cbda2b73d58c94da90d718beb2a6212f/grzsX7mRu1vFpl7oMh12x96ahSdYbj_thumbnail.jpg;Sam Taylor and Fred Newmeyer;United States;1925;https://www.criterion.com/films/28510-the-freshman
704;Riot in Cell Block 11;https://s3.amazonaws.com/criterion-production/films/1fff3ac634ee3a07e07e071a03276f29/aYkEYStkCF5KUvvjpd3gN3fn5XYZP6_thumbnail.jpg;Don Siegel;United States;1954;https://www.criterion.com/films/28551-riot-in-cell-block-11
705;Breaking the Waves;https://s3.amazonaws.com/criterion-production/films/3617f85843446f8f78cc7ef44941a4c6/85USK613thTL36zAFZ4x1HtUfOG9NB_thumbnail.jpg;Lars von Trier;Denmark;1996;https://www.criterion.com/films/28350-breaking-the-waves
706;Master of the House;https://s3.amazonaws.com/criterion-production/films/55bfdb7f62206db7e4500dcdb850d17c/NxmCfGvMqbizxJmkBDsYwkUfjgJAV7_thumbnail.jpg;Carl Th. Dreyer;Denmark;1925;https://www.criterion.com/films/27804-master-of-the-house
707;Il sorpasso;https://s3.amazonaws.com/criterion-production/films/41d9df20fc245c4ecc12ef934533adc2/HrfTWPnllatTkm1Npqwr0o4Jslre1h_thumbnail.jpg;Dino Risi;Italy;1962;https://www.criterion.com/films/28429-il-sorpasso
708;Like Someone in Love;https://s3.amazonaws.com/criterion-production/films/a61f09cbadde324ced87c1011da0e220/XCiVzIjjNImDJLAwbQCZmXXf5k9cZ3_thumbnail.jpg;Abbas Kiarostami;Japan;2012;https://www.criterion.com/films/28616-like-someone-in-love
709;Red River;https://s3.amazonaws.com/criterion-production/films/85b3ab0ea3a194bb0dae99e08cecc2fa/K7VYrFevvCcOemZYFe5xpZ8MpvLDcL_thumbnail.jpg;Howard Hawks;United States;1948;https://www.criterion.com/films/28046-red-river
710;Judex;https://s3.amazonaws.com/criterion-production/films/257d1602c6a7da83cb3a70db7349bbaf/OXzoGLF8Og7Ffj3X2nJk35Q9nqpSa1_thumbnail.jpg;Georges Franju;France;1963;https://www.criterion.com/films/28047-judex
711;A Hard Day’s Night;https://s3.amazonaws.com/criterion-production/films/bc5769c1a5d0c2822cb9ac84d12b82ab/dpplYgR6SzfCci4k6xvTWNk7wUqmon_thumbnail.jpg;Richard Lester;United Kingdom;1964;https://www.criterion.com/films/28547-a-hard-day-s-night
712;Scanners;https://s3.amazonaws.com/criterion-production/films/72be64c7e0fe2adc28ae31719d0c4d88/6tMtPzuwVeGlo4qEXwaxq1vZa2eZca_thumbnail.jpg;David Cronenberg;Canada;1981;https://www.criterion.com/films/28043-scanners
713;The Essential Jacques Demy;https://s3.amazonaws.com/criterion-production/product_images/1827-340d95a9dc4160151fad3b6ee59da757/g1SkfwOWOBrY9ryHCbnk9w9KcU5iJW_small.jpg; ;; ;https://www.criterion.com/boxsets/1055-the-essential-jacques-demy
714;Lola;https://s3.amazonaws.com/criterion-production/films/872aa04cd62ccc1bb5e004992ae74a0b/1ADUibfWVjZ0KUeJ3WEyXy0tVWHsAs_thumbnail.jpg;Jacques Demy;France;1961;https://www.criterion.com/films/27932-lola
715;Bay of Angels;https://s3.amazonaws.com/criterion-production/films/64697c8b67fd7758893dd80cb4772beb/ZOFDgtWaJXpnDlBbfUmvJLleu8mrCI_thumbnail.jpg;Jacques Demy;France;1963;https://www.criterion.com/films/27935-bay-of-angels
716;The Umbrellas of Cherbourg;https://s3.amazonaws.com/criterion-production/films/b61a11f2b66d88deede00567fd88ed0a/axyEMHs5A8ze3d06K6RgFVq6Qs6X5t_small.jpg;Jacques Demy;France;1964;https://www.criterion.com/films/27933-the-umbrellas-of-cherbourg
717;The Young Girls of Rochefort;https://s3.amazonaws.com/criterion-production/films/2366a421fd7115200cd5e0e57199baa0/UuPFXlH0fFka8JfO68P6pvtLLtIFTX_thumbnail.jpg;Jacques Demy;France;1967;https://www.criterion.com/films/28615-the-young-girls-of-rochefort
718;Donkey Skin;https://s3.amazonaws.com/criterion-production/films/0d0e677a1a41ed55b91945255155099e/BC17OwaidH7P63kztUaPqQojUAAIf9_thumbnail.jpg;Jacques Demy;France;1970;https://www.criterion.com/films/28605-donkey-skin
719;Une chambre en ville;https://s3.amazonaws.com/criterion-production/films/c2c0669749cfcb03444d2e95754ebe84/sfii0jErdiS5vKe52xFKqV377lDGDM_thumbnail.jpg;Jacques Demy;France;1982;https://www.criterion.com/films/27936-une-chambre-en-ville
720;The Big Chill;https://s3.amazonaws.com/criterion-production/films/ace687c73ff2a89b78e73f7ed313e796/2H53DXvnDSCbuN3PlD0MhvPBtWLagJ_thumbnail.jpg;Lawrence Kasdan;United States;1983;https://www.criterion.com/films/28610-the-big-chill
721;Love Streams;https://s3.amazonaws.com/criterion-production/films/ae5332041a8aa75000e2b5616f3ba6ae/9jjKsvHZbYeUyVTtHzKFb6JBlGLEo0_thumbnail.jpg;John Cassavetes;United States;1984;https://www.criterion.com/films/28032-love-streams
