spine;title;img;director;country;year;link
722;Tie Me Up! Tie Me Down!;https://s3.amazonaws.com/criterion-production/films/713593b3c575df0356d06d26c269d826/1ELxdmizggzUBpmIjhq8W4R3SUbLi8_thumbnail.jpg;Pedro Almodóvar;Spain;1990;https://www.criterion.com/films/28593-tie-me-up-tie-me-down
723;Y tu mamá también;https://s3.amazonaws.com/criterion-production/films/5f30d2a6f02704c28b2b31a9331e1f7c/9th6Iqsdh4VJpysPfdoOhLkU6YRLB9_thumbnail.jpg;Alfonso Cuarón;Mexico;2001;https://www.criterion.com/films/28005-y-tu-mama-tambien
724;All That Jazz;https://s3.amazonaws.com/criterion-production/films/8ee8b30fd8b04c0925a571a6aa83551b/AMKYaHIhWGuRsN3wZvDOZojSyG2ZaD_thumbnail.jpg;Bob Fosse;United States;1979;https://www.criterion.com/films/28561-all-that-jazz
725;Eraserhead;https://s3.amazonaws.com/criterion-production/films/c834dedcc911ec34cb90bdefd315542e/nqPw4QXPXZp3mgcIFcvR9BL0mW2obB_thumbnail.jpg;David Lynch;United States;1977;https://www.criterion.com/films/28382-eraserhead
726;Macbeth;https://s3.amazonaws.com/criterion-production/films/cb6e050b19cc766adeaa1a780617de0b/OI42u7RUSZxrs36D0uEjtkX4m6djx3_thumbnail.jpg;Roman Polanski;United Kingdom;1971;https://www.criterion.com/films/28020-macbeth
727;The Innocents;https://s3.amazonaws.com/criterion-production/films/4a2579a876453c44391878218c0ff019/BXl2PKj5T4lPvbzJpQb8AQ49rf6uBh_thumbnail.jpg;Jack Clayton;United States;1961;https://www.criterion.com/films/28569-the-innocents
728;Sundays and Cybèle;https://s3.amazonaws.com/criterion-production/films/c741d1027a1f8937f4becf57f68a23dc/8Vw7Cqvm4c8vUuhhyaKWcUG6mtHdNj_thumbnail.jpg;Serge Bourguignon;France;1962;https://www.criterion.com/films/27912-sundays-and-cybele
729;The Complete Jacques Tati;https://s3.amazonaws.com/criterion-production/product_images/1826-74abafd9cdfb81dc87d1738ec3c99693/VZ6wkU3rR5LF2srqIn918sRLIBPOl8_small.jpg; ;; ;https://www.criterion.com/boxsets/1069-the-complete-jacques-tati
730;Jour de fête;https://s3.amazonaws.com/criterion-production/films/745a6288ff2c06d441fbed194e17800c/ecjXso2sbY4uoIw4cIaE6qyQQAW8hm_thumbnail.jpg;Jacques Tati;France;1949;https://www.criterion.com/films/28114-jour-de-fete
731;Parade;https://s3.amazonaws.com/criterion-production/films/db8e891a99aaa4df22ac1fb853c46c21/Odj5GMdBepxDD5Isuaypx1Fbc2uxrs_thumbnail.jpg;Jacques Tati;France;1974;https://www.criterion.com/films/28123-parade
801;I Knew Her Well;https://s3.amazonaws.com/criterion-production/films/62e398f79d4f817613884e489db8046d/IE5uw8MoxPs6597htd7IqOPG2PjoLw_thumbnail.jpg;Antonio Pietrangeli;Italy;1965;https://www.criterion.com/films/28600-i-knew-her-well
802;Paris Belongs to Us;https://s3.amazonaws.com/criterion-production/films/9be88b1f41e58e65f3263aa98f6b8a5a/CWLyE8FB4vRnt8fzXVabHS4xQBhVko_thumbnail.jpg;Jacques Rivette;France;1961;https://www.criterion.com/films/27724-paris-belongs-to-us
803;The Manchurian Candidate;https://s3.amazonaws.com/criterion-production/films/64093139506eeea73f973aee07e3f9ec/ZTvHQrwEUsJIjlvtHztiZ6g0UCH85m_thumbnail.jpg;John Frankenheimer;United States;1962;https://www.criterion.com/films/28784-the-manchurian-candidate
804;A Brighter Summer Day;https://s3.amazonaws.com/criterion-production/films/b687152dacf0e24ed0cca73e411572c7/xRGfRb80dpUeQ6IJGG8hjNwXpppDHF_thumbnail.jpg;Edward Yang;Taiwan;1991;https://www.criterion.com/films/28596-a-brighter-summer-day
805;A Poem Is a Naked Person;https://s3.amazonaws.com/criterion-production/films/a550fa4c48b676f77850ceb4d292a712/7spuIUaKC3gSaUUpTQ374BtkEc5fWM_thumbnail.jpg;Les Blank;United States;1974;https://www.criterion.com/films/28755-a-poem-is-a-naked-person
806;Only Angels Have Wings;https://s3.amazonaws.com/criterion-production/films/ed3f92d0278e7f4b2b1fd469625f8854/SeFfMgLKHEcnN0NYoyueCarmwztSHJ_thumbnail.jpg;Howard Hawks;United States;1939;https://www.criterion.com/films/28831-only-angels-have-wings
807;Barcelona;https://s3.amazonaws.com/criterion-production/films/5edbdd9a71ff33ff8fe1c30044aff9ff/tqYv26202uYJDHcI0i3JxQRbXfJUvq_thumbnail.jpg;Whit Stillman;United States;1994;https://www.criterion.com/films/28691-barcelona
808;The Kennedy Films of Robert Drew & Associates;https://s3.amazonaws.com/criterion-production/films/cd4e04ca68b6bfb60fdcbb7ea6b8386f/JtYzw2kwoN2ahEB7YqQiYXBBzRbTvp_thumbnail.jpg;Robert Drew;United States;;https://www.criterion.com/films/28907-the-kennedy-films-of-robert-drew-associates
809;Phoenix;https://s3.amazonaws.com/criterion-production/films/dc5c87f947a50ff3c95c68c2c03330c3/aAwUGi0f7s63pOGua7Htl8DeTGARPq_thumbnail.jpg;Christian Petzold;Germany;2014;https://www.criterion.com/films/28851-phoenix
810;In a Lonely Place;https://s3.amazonaws.com/criterion-production/films/df93d59f964f578be1c4ed9db26df611/LHDGeFoUAUtHamDnXwv012TKgg62mL_thumbnail.jpg;Nicholas Ray;United States;1950;https://www.criterion.com/films/27908-in-a-lonely-place
811;The Naked Island;https://s3.amazonaws.com/criterion-production/films/2e69bb29f4d9c6e2264f2390b3aa8725/FCIx7O43E1xSgkZutfieU59ppCQwmp_thumbnail.jpg;Kaneto Shindo;Japan;1960;https://www.criterion.com/films/27774-the-naked-island
812;The Player;https://s3.amazonaws.com/criterion-production/films/0766da8ab2f5ffe38ca8fd231325b8f5/kAANocS3Pmyr9DXkivKYnVP0FH1Yjm_thumbnail.jpg;Robert Altman;United States;1992;https://www.criterion.com/films/28835-the-player
813;Wim Wenders: The Road Trilogy;https://s3.amazonaws.com/criterion-production/product_images/1773-3e4219a9f27e8402b68c2d685584258a/qVsCeiFh9PYaWkZhYXFAMnpoAI0MUF_small.jpg; ;; ;https://www.criterion.com/boxsets/1186-wim-wenders-the-road-trilogy
814;Alice in the Cities;https://s3.amazonaws.com/criterion-production/films/4c937e1a2f214fa64d62211753e5f492/k2GNCMB1LPMtr7Dlh3PdIo9jHUFxD1_thumbnail.jpg;Wim Wenders;Germany;1974;https://www.criterion.com/films/27717-alice-in-the-cities
815;Wrong Move;https://s3.amazonaws.com/criterion-production/films/2a6e66f164ce8c878e2854fb4bf18eea/53yqUVmZXKZMw5AmKwBr2OoIdQz2nV_thumbnail.jpg;Wim Wenders;Germany;1975;https://www.criterion.com/films/28768-wrong-move
816;Kings of the Road;https://s3.amazonaws.com/criterion-production/films/c2180287589c17c78a4d7bf654cc5631/sSn64JHNlglUduI96xCOCTeC1QAO0z_thumbnail.jpg;Wim Wenders;Germany;1976;https://www.criterion.com/films/28762-kings-of-the-road
817;Le amiche;https://s3.amazonaws.com/criterion-production/films/58cac693035172b69c7684a7ae929829/dCY15ZqPrfGXF5TJsvMHuivIBO2sEg_thumbnail.jpg;Michelangelo Antonioni;Italy;1955;https://www.criterion.com/films/28632-le-amiche
818;La chienne;https://s3.amazonaws.com/criterion-production/films/0fe5a69abe937a4ab3e902909c6b93e2/UKZWKQ3CoGxa5ulN0JWLE2th5iMU1Q_thumbnail.jpg;Jean Renoir;France;1931;https://www.criterion.com/films/28393-la-chienne
819;Here Comes Mr. Jordan;https://s3.amazonaws.com/criterion-production/films/3c2f9f202a6b57f2b444b424209ebe28/c5ox5KYrMRnqR8Wqw4VC8Zmn7pha4X_thumbnail.jpg;Alexander Hall;United States;1941;https://www.criterion.com/films/27902-here-comes-mr-jordan
820;Fantastic Planet;https://s3.amazonaws.com/criterion-production/films/3b384c601af6defbccd31020fb482b46/d5g8lS9xQQQyGpGaTma0HnkBycZvYo_thumbnail.jpg;René Laloux;France;1973;https://www.criterion.com/films/28636-fantastic-planet
821;Dr. Strangelove, or: How I Learned to Stop Worrying and Love the Bomb;https://s3.amazonaws.com/criterion-production/films/0a9d8cafec1031c98436007b77553d6f/8RnJTFRJr7Ho5oNBlduI3C9erCpY1t_thumbnail.jpg;Stanley Kubrick;United States;1964;https://www.criterion.com/films/28822-dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb
822;Clouds of Sils Maria;https://s3.amazonaws.com/criterion-production/films/a4d5a52f90495a6e7bb0222c678a2bf3/a00cD1RbIsCUwuf0DZONUdpVpq73Ta_thumbnail.jpg;Olivier Assayas;France;2014;https://www.criterion.com/films/28748-clouds-of-sils-maria
823;The In-Laws;https://s3.amazonaws.com/criterion-production/films/b5ac2fdb3ed62e6360e1d4b1838e2f1f/cz4yPou8hsBHkiA5ShxOjZ8bCxAcRI_thumbnail.jpg;Arthur Hiller;United States;1979;https://www.criterion.com/films/28707-the-in-laws
824;Muriel, or The Time of Return;https://s3.amazonaws.com/criterion-production/films/023f57bc8ab31d47d9f2c5f4817cdc0f/Moor4vKnDa6gTY3zttgNbtygOLbWVA_thumbnail.jpg;Alain Resnais;France;1963;https://www.criterion.com/films/28635-muriel-or-the-time-of-return
825;A Touch of Zen;https://s3.amazonaws.com/criterion-production/films/58e3f9ca227dd46e198b81b8a03229a0/nzrMRtpgt0wCrxI2HNwKb1d1XGi93S_thumbnail.jpg;King Hu;Taiwan;1971;https://www.criterion.com/films/28791-a-touch-of-zen
826;The New World;https://s3.amazonaws.com/criterion-production/films/ee06eb98a3f4ddfae7322b95916708d6/hIa0cGCGSYfRfpArTPaFotv3ycmxc8_thumbnail.jpg;Terrence Malick;United States;2005;https://www.criterion.com/films/28713-the-new-world
827;McCabe & Mrs. Miller;https://s3.amazonaws.com/criterion-production/films/420be82a58f9b0106802277a8449e730/CEyKsT4U8sOfAJwFdXmYVbLIHshlUU_thumbnail.jpg;Robert Altman;United States;1971;https://www.criterion.com/films/28712-mccabe-mrs-miller
828;Ingrid Bergman: In Her Own Words;https://s3.amazonaws.com/criterion-production/films/e732b8e6dcc290423dc3b347d90adb86/YS7c8q5YqFduubJtYRVVoVuWf774oA_thumbnail.jpg;Stig Björkman;Sweden;2015;https://www.criterion.com/films/28910-ingrid-bergman-in-her-own-words
829;A Taste of Honey;https://s3.amazonaws.com/criterion-production/films/7bfaa9a3f92e2fc8b4cc5f8b3a72fcd4/sAyvt3qLGVUlBaHDDLG1vMF24HKrUk_thumbnail.jpg;Tony Richardson;United Kingdom;1961;https://www.criterion.com/films/28734-a-taste-of-honey
830;Chimes at Midnight;https://s3.amazonaws.com/criterion-production/films/1412d8b36b09381acde385c859f42cac/vVWYoiTPW7D4hf0mZN6yOsJEJ3wXsD_thumbnail.jpg;Orson Welles;Spain;1966;https://www.criterion.com/films/28756-chimes-at-midnight
831;The Immortal Story;https://s3.amazonaws.com/criterion-production/films/fa8210c2fd10f3c391f04bb6f851fb24/U450IdSyMxXSVbWgSgCreCuhEeMs56_thumbnail.jpg;Orson Welles;France;1968;https://www.criterion.com/films/27672-the-immortal-story
901;The Philadelphia Story;https://s3.amazonaws.com/criterion-production/films/73a39f7f730d789ad75a85052fcb79ec/ctkavyALJzOHlnjyxyKzE5AyYFTLTJ_thumbnail.jpg;George Cukor;United States;1940;https://www.criterion.com/films/29029-the-philadelphia-story
902;Desert Hearts;https://s3.amazonaws.com/criterion-production/films/03324a6531ef2d5b59362c4c1f526f8d/W9BXrsLXnGb3dsEG98WrRJ9UuJHSWx_thumbnail.jpg;Donna Deitch;United States;1985;https://www.criterion.com/films/29139-desert-hearts
903;Jabberwocky;https://s3.amazonaws.com/criterion-production/films/dbb71ee8b6732b91a8668e1258bbb9cd/MrSROYTLAWW1jJ3YHARmvs2maZ3I2x_thumbnail.jpg;Terry Gilliam;United Kingdom;1977;https://www.criterion.com/films/29266-jabberwocky
904;Election;https://s3.amazonaws.com/criterion-production/films/a75129341a5da1a31ed6cb4617cd7d2f/3X4bhh4Dgc2xO8k6iNMMtpUfFrFi8w_thumbnail.jpg;Alexander Payne;United States;1999;https://www.criterion.com/films/29335-election
905;The Breakfast Club;https://s3.amazonaws.com/criterion-production/films/cdbb8e7c29813e937c4a6f26bbca61d0/DtJrK6N49BdEDQe2RM0mFCcesd2vbN_thumbnail.jpg;John Hughes;United States;1985;https://www.criterion.com/films/29272-the-breakfast-club
906;I, Daniel Blake;https://s3.amazonaws.com/criterion-production/films/6b722451de006332ddff04c5c1d94592/BGYAgIdGr7LLD0MXA65T2bFNQKpNSX_thumbnail.jpg;Ken Loach;United Kingdom;2016;https://www.criterion.com/films/29357-i-daniel-blake
907;Westfront 1918;https://s3.amazonaws.com/criterion-production/films/7d539514e0694356b704de0bd0985ddc/PDCF8VbHXZoKJ3Lhx3IvzOzNlg83oB_thumbnail.jpg;G. W. Pabst;Germany;1930;https://www.criterion.com/films/28137-westfront-1918
908;Kameradschaft;https://s3.amazonaws.com/criterion-production/films/01f2b09b21d5479965b2b93422ba1072/tUKPob5t1DjOrGRVmJEEfRaalbiOzy_thumbnail.jpg;G. W. Pabst;Germany;1931;https://www.criterion.com/films/28184-kameradschaft
909;Night of the Living Dead;https://s3.amazonaws.com/criterion-production/films/5d825de608ea6993b42be3c972bab02f/O4mn7lXmAaCzdLtUmSqBHAKHJBQW3P_thumbnail.jpg;George A. Romero;United States;1968;https://www.criterion.com/films/29331-night-of-the-living-dead
910;Tom Jones;https://s3.amazonaws.com/criterion-production/films/78fbfa2a7123cbcce483bb5dcb4cca4f/6FwvYWuz6xnPFlvRp09yb9QhzTIIu7_thumbnail.jpg;Tony Richardson;United Kingdom;1963;https://www.criterion.com/films/28736-tom-jones
911;The Hero;https://s3.amazonaws.com/criterion-production/films/714a944044047536ba84650e72279558/ng8FodQqzi3lNTIORgaOy4HgxDqmbm_thumbnail.jpg;Satyajit Ray;India;1966;https://www.criterion.com/films/28449-the-hero
912;An Actor’s Revenge;https://s3.amazonaws.com/criterion-production/films/4b189bbc4839b45ecfee6d8546d303e6/KaW2t9UP1dYbpFxJDSlXEbSApZ8SaV_thumbnail.jpg;Kon Ichikawa;Japan;1963;https://www.criterion.com/films/28899-an-actor-s-revenge
913;The Age of Innocence;https://s3.amazonaws.com/criterion-production/films/23b95546eb76fe0bd9c69678c5130f60/Gicsoj0cO0g4i7a78Otic6zVhZKTv7_thumbnail.jpg;Martin Scorsese;United States;1993;https://www.criterion.com/films/28834-the-age-of-innocence
914;Baal;https://s3.amazonaws.com/criterion-production/films/eae2794b63eb565a9518d0ddc6dc4800/MfEB5BHM5873COrnchiYFPxygZYNP8_thumbnail.jpg;Volker Schlöndorff;West Germany;1970;https://www.criterion.com/films/29060-baal
915;King of Jazz;https://s3.amazonaws.com/criterion-production/films/15bb540b38dbdaa023601e7456c3eebe/J24VDct0pXh868DYmPMO0I2j9ucr1N_thumbnail.jpg;John Murray Anderson;United States;1930;https://www.criterion.com/films/29389-king-of-jazz
916;Women in Love;https://s3.amazonaws.com/criterion-production/films/7451ad8664e892cb9267d890a59b2158/Y63fOFkLXE5VXEUnbLcGZMqYfU5NRL_thumbnail.jpg;Ken Russell;United Kingdom;1969;https://www.criterion.com/films/28688-women-in-love
917;The Awful Truth;https://s3.amazonaws.com/criterion-production/films/c6405a3dc564179df63c65d55066a4ae/9eQtQWCuRD4Bz04ICaKTd207nco97Z_thumbnail.jpg;Leo McCarey;United States;1937;https://www.criterion.com/films/27904-the-awful-truth
918;The Color of Pomegranates;https://s3.amazonaws.com/criterion-production/films/0972e94eb6deb7848c417d7ac83c1efb/thoVlhVudcPZcmdyX8qfGrIFKFByDg_thumbnail.jpg;Sergei Parajanov;Soviet Union;1969;https://www.criterion.com/films/29219-the-color-of-pomegranates
919;Dead Man;https://s3.amazonaws.com/criterion-production/films/beaaa28a3756336344887b5a2629deed/NAxda83A99jF4P0h2wKJ2yk7wyJfW8_thumbnail.jpg;Jim Jarmusch;United States;1995;https://www.criterion.com/films/29064-dead-man
920;The Virgin Suicides;https://s3.amazonaws.com/criterion-production/films/7d8952a7769fb4b0cd20d09b109f2c2a/rIl2lyPRobqqYXVt3x3eF9XarFoc1J_thumbnail.jpg;Sofia Coppola;United States;1999;https://www.criterion.com/films/29336-the-virgin-suicides
921;Moonrise;https://s3.amazonaws.com/criterion-production/films/6362b26b7e32f7f6df2575639bb1a03f/jvFUhqQ0Pq2aKzvZpNdsaCQhK8YOjo_thumbnail.jpg;Frank Borzage;United States;1948;https://www.criterion.com/films/28550-moonrise
922;The Other Side of Hope;https://s3.amazonaws.com/criterion-production/films/bb7a6b8c82556fa885e56f7977c1b52d/nEZYgB9dOznIjVMhAPzZcTqbTrqgZL_thumbnail.jpg;Aki Kaurismäki;Finland;2017;https://www.criterion.com/films/29253-the-other-side-of-hope
923;Beyond the Hills;https://s3.amazonaws.com/criterion-production/films/7e53562a1bc3ae00237eef595c1403a8/wIChDWmCVilmqMKIwe5NNXjw3cVGSA_thumbnail.jpg;Cristian Mungiu;Romania;2012;https://www.criterion.com/films/28618-beyond-the-hills
924;Graduation;https://s3.amazonaws.com/criterion-production/films/c9145bb4bfe7ea206fb22d923bb14c5f/CkfZqo0bw9C0qo84byxkWdKPbFteoQ_thumbnail.jpg;Cristian Mungiu;Romania;2016;https://www.criterion.com/films/29414-graduation
925;Midnight Cowboy;https://s3.amazonaws.com/criterion-production/films/85ebb0e5781f605179432d071eb3b340/Ayry8QwcAWWRZhyaMkSpzG3TSZ9JoJ_thumbnail.jpg;John Schlesinger;United States;1969;https://www.criterion.com/films/29369-midnight-cowboy
926;Manila in the Claws of Light;https://s3.amazonaws.com/criterion-production/films/194827b27de9e6f270c3f62a940755a4/mZ78UUAcVc0c4hTbCJQeFC4V1vvVd1_thumbnail.jpg;Lino Brocka;Philippines;1975;https://www.criterion.com/films/29221-manila-in-the-claws-of-light
927;El Sur;https://s3.amazonaws.com/criterion-production/films/c7465a13baf79a966e1888bd8a317253/W6Q2JfvoS7SwnAIpPlpSD141Tny57t_thumbnail.jpg;Víctor Erice;Spain;1983;https://www.criterion.com/films/27745-el-sur
928;Bowling for Columbine;https://s3.amazonaws.com/criterion-production/films/78a86bc12fbed832f0b341609a22fa52/lun1ptGstEhxOhmc24pORDXEVkN2Ve_thumbnail.jpg;Michael Moore;United States;2002;https://www.criterion.com/films/28785-bowling-for-columbine
929;Female Trouble;https://s3.amazonaws.com/criterion-production/films/158358e5a3c887eb8da3f2fd7c88ca32/M2SseBDqHqhbAX1r730ezWGJFjcTxE_thumbnail.jpg;John Waters;United States;1974;https://www.criterion.com/films/28704-female-trouble
930;Dietrich & von Sternberg in Hollywood;https://s3.amazonaws.com/criterion-production/product_images/1913-aa161a0f125c18e184c759f4e6fa4d86/ne8EBMDiHqGQ5vJDvaBUV6wzuwbT3d_small.jpg; ;; ;https://www.criterion.com/boxsets/1329-dietrich-von-sternberg-in-hollywood
1001;The Daytrippers;https://s3.amazonaws.com/criterion-production/films/970a3900ccacf0352f032e35c13549ed/un35TUcekpTvbbRD0VsNDeM3k57TjF_thumbnail.jpg;Greg Mottola;Canada;1996;https://www.criterion.com/films/29464-the-daytrippers
1002;Betty Blue;https://s3.amazonaws.com/criterion-production/films/374aba96c6d088f549db6bfdfcfdc952/NXvOjh0NFLCxBARIs0E88NEgGKbUg0_thumbnail.jpg;Jean-Jacques Beineix;France;1986;https://www.criterion.com/films/29079-betty-blue
1003;All About Eve;https://s3.amazonaws.com/criterion-production/films/43fd6f6135680ac83e75a69d9e94b7e4/SdDSAIemjQdIjmIByE6UI1xwCbXz9C_thumbnail.jpg;Joseph L. Mankiewicz;United States;1950;https://www.criterion.com/films/29596-all-about-eve
1004;Now, Voyager;https://s3.amazonaws.com/criterion-production/films/31b8ddf4b7224294e1c323968e5edcae/ZnvrX36fSxtqKKg2do5VnPKSusWgp1_thumbnail.jpg;Irving Rapper;United States;1942;https://www.criterion.com/films/29026-now-voyager
1005;Cold War;https://s3.amazonaws.com/criterion-production/films/8e408093cb123fc9125296bc8070af93/tT6PfuYCu8xygovqNWWfkBbAo0RrDU_thumbnail.jpg;Paweł Pawlikowski;Poland;2018;https://www.criterion.com/films/30104-cold-war
1006;The Story of Temple Drake;https://s3.amazonaws.com/criterion-production/films/45d498261c956d33aa5aac03541ecd51/3Y78U3wFkBlyFGe5Gdirhu5m6DaIAI_thumbnail.jpg;Stephen Roberts;United States;1933;https://www.criterion.com/films/28575-the-story-of-temple-drake
1007;Until the End of the World;https://s3.amazonaws.com/criterion-production/films/b3f96aa9a8f3b101c3b15d898e927e77/e4OaI1MBzo1RV7HiR5L3cIkTK7gdjY_thumbnail.jpg;Wim Wenders;Germany;1991;https://www.criterion.com/films/28767-until-the-end-of-the-world
1008;Old Joy;https://s3.amazonaws.com/criterion-production/films/eefb96ac948c689de4a56803a285cefe/9ifQI92S6E9FgNzpLOJg1vrvHikjqx_thumbnail.jpg;Kelly Reichardt;United States;2006;https://www.criterion.com/films/29062-old-joy
1009;Holiday;https://s3.amazonaws.com/criterion-production/films/05f931fc02d365516a299774f13732fb/w0FMh8OYztwqUX6hYASaLhdr7lmeXL_thumbnail.jpg;George Cukor;United States;1938;https://www.criterion.com/films/28829-holiday
1010;Le petit soldat;https://s3.amazonaws.com/criterion-production/films/115ae4fd0c45ee3c0f4e8197fd03460b/fjf2hnzHjxa8CGOapu7tdA2W8EhLAq_thumbnail.jpg;Jean-Luc Godard;France;1963;https://www.criterion.com/films/28093-le-petit-soldat
1011;Fail Safe;https://s3.amazonaws.com/criterion-production/films/697714c5f61884f16239ef755f14c843/fa4svULX2NfofX0swJvrLbMpl002Dq_thumbnail.jpg;Sidney Lumet;United States;1964;https://www.criterion.com/films/28825-fail-safe
1012;All About My Mother;https://s3.amazonaws.com/criterion-production/films/081d7c31ab52d99598396ad232926653/psy2aK64LWq4FLcQRLx86tC4MeIcdm_thumbnail.jpg;Pedro Almodóvar;Spain;1999;https://www.criterion.com/films/29569-all-about-my-mother
1013;Teorema;https://s3.amazonaws.com/criterion-production/films/56166014193fe00f622115685dba2487/g6y2g4zZHy2J3caJizYcgZBfh7FnQ9_thumbnail.jpg;Pier Paolo Pasolini;Italy;1968;https://www.criterion.com/films/28660-teorema
1014;Roma;https://s3.amazonaws.com/criterion-production/films/bc349204816d212fabd9b71524763b75/BMnwff4YpeT4kAkBsBwD6PGbdffoL3_thumbnail.jpg;Alfonso Cuarón;United States;2018;https://www.criterion.com/films/30124-roma
1015;Journey to the Beginning of Time;https://s3.amazonaws.com/criterion-production/films/ad03cbebd46eb9fe84b3f46eef4ac390/tePjrgbiCmWydhyXjET4PDD6YeOcLW_thumbnail.jpg;Karel Zeman;Czechoslovakia;1955;https://www.criterion.com/films/30226-journey-to-the-beginning-of-time
1016;Invention for Destruction;https://s3.amazonaws.com/criterion-production/films/dc8c1ed443ce9106c76314d9d20cf6eb/RRPupI0IXRgkKBoZYvh5c5CjAwBpxL_thumbnail.jpg;Karel Zeman;Czechoslovakia;1958;https://www.criterion.com/films/29654-invention-for-destruction
1017;The Fabulous Baron Munchausen;https://s3.amazonaws.com/criterion-production/films/3e8f9fa6fb75a8fdbd6c364c19d86478/eBLoDljuSlMkZLc1re6fnLYFzAYmtQ_thumbnail.jpg;Karel Zeman;Czechoslovakia;1962;https://www.criterion.com/films/29652-the-fabulous-baron-munchausen
1018;Paris Is Burning;https://s3.amazonaws.com/criterion-production/films/db018ea632f4576c8eb5e168bbf244a0/LSoJP2f4HIWyY4pBAuk8lnOO82jBCv_thumbnail.jpg;Jennie Livingston;United States;1990;https://www.criterion.com/films/29647-paris-is-burning
1019;Bamboozled;https://s3.amazonaws.com/criterion-production/films/621ace9afe23a305cd3900a50b0ee678/s48ebrkllPeu1rDdXBVnzKQ9ZRR7u4_thumbnail.jpg;Spike Lee;United States;2000;https://www.criterion.com/films/29007-bamboozled
1020;Leave Her to Heaven;https://s3.amazonaws.com/criterion-production/films/cd887a21f36c85dfc187688a6c075c54/8uvrgmo6h0KZ9XBVk13OiDIVW7R2vc_thumbnail.jpg;John M. Stahl;United States;1945;https://www.criterion.com/films/29602-leave-her-to-heaven
1021;Show Boat;https://s3.amazonaws.com/criterion-production/films/56c15770f21d506909cd9d6b510b0a48/L8eD9ereAY71I07uEdI3FcfpnJ94d2_thumbnail.jpg;James Whale;United States;1936;https://www.criterion.com/films/29035-show-boat
1022;The Prince of Tides;https://s3.amazonaws.com/criterion-production/films/03f92b28b483c87990e64d3e8d65bb33/6U2WKHdRmzYqcnAqo95rDMT3GJ5Q2u_thumbnail.jpg;Barbra Streisand;United States;1991;https://www.criterion.com/films/29571-the-prince-of-tides
1023;The Cremator;https://s3.amazonaws.com/criterion-production/films/5246b76aa8e94e9971d99fcab8997538/OI5kIjaVjnBkyEOTh31eosI8bio5yq_thumbnail.jpg;Juraj Herz;Czechoslovakia;1969;https://www.criterion.com/films/27853-the-cremator
1024;Destry Rides Again;https://s3.amazonaws.com/criterion-production/films/36fa49e72f1b22eb2da8666d3df12704/NYApshBAzWWbOpps4xtjB1L9La7xTa_thumbnail.jpg;George Marshall;United States;1939;https://www.criterion.com/films/29002-destry-rides-again
1025;The Grand Budapest Hotel;https://s3.amazonaws.com/criterion-production/films/7dc949416ad00cd22a48dca569e5324e/k1cKiOeNtfh2R2jfqrxSMCOiuW3uwG_thumbnail.jpg;Wes Anderson;United States;2014;https://www.criterion.com/films/29601-the-grand-budapest-hotel
1026;Me and You and Everyone We Know;https://s3.amazonaws.com/criterion-production/films/433136d75ef46cccd37a4bef02982ff0/RosnfpzufFCkgi4EcWSnvr8QRNyoPn_thumbnail.jpg;Miranda July;United States;2005;https://www.criterion.com/films/29112-me-and-you-and-everyone-we-know
1027;The Great Escape;https://s3.amazonaws.com/criterion-production/films/5a8da68d2d614bc2841f3133a9d1e16d/bPuyXlWNoUAC4cbWbL1Z08Q48keUKn_thumbnail.jpg;John Sturges;United States;1963;https://www.criterion.com/films/29149-the-great-escape
1028;Dance, Girl, Dance;https://s3.amazonaws.com/criterion-production/films/6da54fc39bd52357450eea02a1d893fb/RIXjigxRY0Ut8RS64xHzhy6XSw2fX9_thumbnail.jpg;Dorothy Arzner;United States;1940;https://www.criterion.com/films/29633-dance-girl-dance
1029;Husbands;https://s3.amazonaws.com/criterion-production/films/78923bc7cdf6f313c2f69c4869e41bcd/jjWhLAVSs3yMPTCWDB7eRonBYK68Rv_thumbnail.jpg;John Cassavetes;United States;1970;https://www.criterion.com/films/28827-husbands
1030;Scorsese Shorts;https://s3.amazonaws.com/criterion-production/films/f88e619547e1036d2b7595feb1688281/38xYUK39YImmWPoyi8XjcukL09hDwU_thumbnail.jpg;Martin Scorsese;United States;;https://www.criterion.com/films/30616-scorsese-shorts
1031;Wildlife;https://s3.amazonaws.com/criterion-production/films/597124f416f05a040868b747ef5dbb39/Yg8FHf5KpTrN5RJ01e73Y5kuxWAI3m_thumbnail.jpg;Paul Dano;United States;2018;https://www.criterion.com/films/29644-wildlife
1101;Uncut Gems;https://s3.amazonaws.com/criterion-production/films/1b125193ab0bfdd4f4d172eddbea4955/Ay0VFJu3fFrYfuKzMA34ZbFYVnLT0R_thumbnail.jpg;Josh Safdie and Benny Safdie;United States;2019;https://www.criterion.com/films/31917-uncut-gems
1102;Devi;https://s3.amazonaws.com/criterion-production/films/41a4603b08ce15c6034852e8f4e43427/xNsamgU90AgSxCEEf6WJUqadV2dfxm_thumbnail.jpg;Satyajit Ray;India;1960;https://www.criterion.com/films/27906-devi
1103;Once Upon a Time in China: The Complete Films;https://s3.amazonaws.com/criterion-production/product_images/1987-beb71f216e96d1ff2d0f8231f5b8b975/44LVkvftLRcr5paF4enJfBFTe5mI2c_small.jpg; ;; ;https://www.criterion.com/boxsets/5026-once-upon-a-time-in-china-the-complete-films
